produit_id,classe_abc,mois_offset,quantite_commandee,commande_passee,stock_final,rupture,demande_prevue,cout_achat,prix_vente,fournisseur,lead_time_mois,montant_total
P0187,C,1,6,1,2.5,0.0,2.52,184.0,230.0,Dubaï,1,1104.0
P0187,C,2,0,0,6.0,0.0,2.52,184.0,230.0,Dubaï,1,0.0
P0187,C,3,0,0,3.4,0.0,2.52,184.0,230.0,Dubaï,1,0.0
P0188,A,1,0,0,13.0,0.0,0.0,216.0,270.0,Dubaï,1,0.0
P0188,A,2,0,0,9.5,0.0,3.47,216.0,270.0,Dubaï,1,0.0
P0188,A,3,10,1,0.0,0.72,10.25,216.0,270.0,Dubaï,1,2160.0
P0189,A,1,26,1,0.0,14.59,19.59,144.0,180.0,Chine,2,3744.0
P0189,A,2,26,1,0.0,2.98,2.98,144.0,180.0,Chine,2,3744.0
P0189,A,3,26,1,10.6,0.0,15.41,144.0,180.0,Chine,2,3744.0
P0190,A,1,8,1,2.9,0.0,4.14,280.0,350.0,Dubaï,1,2240.0
P0190,A,2,0,0,9.7,0.0,1.14,280.0,350.0,Dubaï,1,0.0
P0190,A,3,8,1,3.2,0.0,6.48,280.0,350.0,Dubaï,1,2240.0
P0191,B,1,3,1,0.0,0.15,3.15,200.0,250.0,Chine,2,600.0
P0191,B,2,3,1,0.0,0.0,0.0,200.0,250.0,Chine,2,600.0
P0191,B,3,0,0,1.8,0.0,1.18,200.0,250.0,Chine,2,0.0
P0192,A,1,21,1,4.8,0.0,15.21,400.0,500.0,Dubaï,1,8400.0
P0192,A,2,0,0,22.0,0.0,3.82,400.0,500.0,Dubaï,1,0.0
P0192,A,3,21,1,9.9,0.0,12.05,400.0,500.0,Dubaï,1,8400.0
P0193,C,1,0,0,0.0,0.0,0.0,60.0,75.0,Chine,2,0.0
P0193,C,2,0,0,0.0,0.0,0.0,60.0,75.0,Chine,2,0.0
P0193,C,3,0,0,0.0,0.0,0.0,60.0,75.0,Chine,2,0.0
P0194,B,1,21,1,0.0,1.1,12.1,88.0,110.0,Chine,2,1848.0
P0194,B,2,21,1,0.0,7.55,7.55,88.0,110.0,Chine,2,1848.0
P0194,B,3,21,1,9.7,0.0,11.33,88.0,110.0,Chine,2,1848.0
P0196,C,1,0,0,44.0,0.0,0.0,4.2,5.88,Dubaï,1,0.0
P0196,C,2,0,0,44.0,0.0,0.0,4.2,5.88,Dubaï,1,0.0
P0196,C,3,0,0,44.0,0.0,0.0,4.2,5.88,Dubaï,1,0.0
P0197,C,1,111,1,0.0,30.42,55.42,8.5,11.9,Dubaï,1,943.5
P0197,C,2,0,0,55.6,0.0,55.42,8.5,11.9,Dubaï,1,0.0
P0197,C,3,111,1,0.2,0.0,55.42,8.5,11.9,Dubaï,1,943.5
P0198,C,1,97,1,17.9,0.0,48.11,3.8,5.32,Dubaï,1,368.6
P0198,C,2,0,0,66.8,0.0,48.11,3.8,5.32,Dubaï,1,0.0
P0198,C,3,97,1,18.7,0.0,48.11,3.8,5.32,Dubaï,1,368.6
P0199,C,1,0,0,26.0,0.0,0.0,4.5,6.3,Chine,2,0.0
P0199,C,2,0,0,26.0,0.0,0.0,4.5,6.3,Chine,2,0.0
P0199,C,3,0,0,26.0,0.0,0.0,4.5,6.3,Chine,2,0.0
P0200,C,1,228,1,0.0,96.88,179.88,1.5,2.1,Chine,2,342.0
P0200,C,2,228,1,0.0,65.88,65.88,1.5,2.1,Chine,2,342.0
P0200,C,3,0,0,132.1,0.0,95.88,1.5,2.1,Chine,2,0.0
P0201,C,1,125,1,0.0,39.58,61.58,9.0,12.6,Chine,2,1125.0
P0201,C,2,125,1,0.0,62.75,62.75,9.0,12.6,Chine,2,1125.0
P0201,C,3,125,1,61.9,0.0,63.13,9.0,12.6,Chine,2,1125.0
P0202,C,1,0,0,38.0,0.0,0.0,4.5,6.3,Chine,2,0.0
P0202,C,2,0,0,38.0,0.0,0.0,4.5,6.3,Chine,2,0.0
P0202,C,3,0,0,38.0,0.0,0.0,4.5,6.3,Chine,2,0.0
P0203,C,1,102,1,0.0,25.91,52.91,7.0,9.8,Chine,2,714.0
P0203,C,2,102,1,0.0,41.49,41.49,7.0,9.8,Chine,2,714.0
P0203,C,3,102,1,44.9,0.0,57.11,7.0,9.8,Chine,2,714.0
P0204,C,1,123,1,0.0,49.57,61.57,1.5,2.1,Chine,2,184.5
P0204,C,2,123,1,0.0,67.47,67.47,1.5,2.1,Chine,2,184.5
P0204,C,3,0,0,68.6,0.0,54.36,1.5,2.1,Chine,2,0.0
P0205,C,1,152,1,0.0,36.02,77.02,1.5,2.1,Chine,2,228.0
P0205,C,2,152,1,0.0,84.33,84.33,1.5,2.1,Chine,2,228.0
P0205,C,3,0,0,85.4,0.0,66.59,1.5,2.1,Chine,2,0.0
P0206,C,1,0,0,25.0,0.0,0.0,2.0,2.8,Chine,2,0.0
P0206,C,2,0,0,25.0,0.0,0.0,2.0,2.8,Chine,2,0.0
P0206,C,3,0,0,25.0,0.0,0.0,2.0,2.8,Chine,2,0.0
P0207,C,1,105,1,0.0,26.28,52.28,6.0,8.4,Chine,2,630.0
P0207,C,2,105,1,0.0,52.28,52.28,6.0,8.4,Chine,2,630.0
P0207,C,3,0,0,52.7,0.0,52.28,6.0,8.4,Chine,2,0.0
P0208,B,1,0,0,18.0,0.0,0.0,14.0,19.6,Chine,2,0.0
P0208,B,2,0,0,18.0,0.0,0.0,14.0,19.6,Chine,2,0.0
P0208,B,3,0,0,18.0,0.0,0.0,14.0,19.6,Chine,2,0.0
P0209,C,1,0,0,13.0,0.0,0.0,7.5,10.5,Chine,2,0.0
P0209,C,2,0,0,13.0,0.0,0.0,7.5,10.5,Chine,2,0.0
P0209,C,3,0,0,13.0,0.0,0.0,7.5,10.5,Chine,2,0.0
P0210,C,1,140,1,0.0,37.28,74.28,4.0,5.6,Chine,2,560.0
P0210,C,2,140,1,0.0,77.53,77.53,4.0,5.6,Chine,2,560.0
P0210,C,3,0,0,81.8,0.0,58.16,4.0,5.6,Chine,2,0.0
P0211,C,1,110,1,0.0,51.53,75.53,3.0,4.2,Chine,2,330.0
P0211,C,2,110,1,0.0,45.41,45.41,3.0,4.2,Chine,2,330.0
P0211,C,3,0,0,66.6,0.0,43.36,3.0,4.2,Chine,2,0.0
P0212,B,1,136,1,0.0,1.06,61.06,110.0,154.0,Chine,2,14960.0
P0212,B,2,136,1,0.0,64.37,64.37,110.0,154.0,Chine,2,14960.0
P0212,B,3,136,1,58.9,0.0,77.12,110.0,154.0,Chine,2,14960.0
P0213,C,1,0,0,19.0,0.0,0.0,50.0,70.0,Chine,2,0.0
P0213,C,2,0,0,19.0,0.0,0.0,50.0,70.0,Chine,2,0.0
P0213,C,3,0,0,19.0,0.0,0.0,50.0,70.0,Chine,2,0.0
P0216,B,1,29,1,8.1,0.0,15.86,82.0,94.3,Chine,2,2378.0
P0216,B,2,29,1,0.0,7.0,15.14,82.0,94.3,Chine,2,2378.0
P0216,B,3,0,0,17.5,0.0,11.53,82.0,94.3,Chine,2,0.0
P0217,C,1,24,1,0.0,3.64,11.64,55.0,63.25,Chine,2,1320.0
P0217,C,2,24,1,0.0,11.64,11.64,55.0,63.25,Chine,2,1320.0
P0217,C,3,0,0,12.4,0.0,11.64,55.0,63.25,Chine,2,0.0
P0218,B,1,36,1,0.0,10.37,20.37,95.0,109.25,Chine,2,3420.0
P0218,B,2,36,1,0.0,21.28,21.28,95.0,109.25,Chine,2,3420.0
P0218,B,3,0,0,25.0,0.0,10.97,95.0,109.25,Chine,2,0.0
P0219,A,1,20,1,0.0,1.81,11.81,165.0,189.75,Chine,2,3300.0
P0219,A,2,20,1,0.0,16.43,16.43,165.0,189.75,Chine,2,3300.0
P0219,A,3,0,0,19.6,0.0,0.43,165.0,189.75,Chine,2,0.0
P0220,B,1,45,1,0.0,14.4,23.4,130.0,149.5,Chine,2,5850.0
P0220,B,2,45,1,0.0,24.1,24.1,130.0,149.5,Chine,2,5850.0
P0220,B,3,0,0,25.4,0.0,19.63,130.0,149.5,Chine,2,0.0
P0221,A,1,9,1,2.1,0.0,8.92,165.0,189.75,Dubaï,1,1485.0
P0221,A,2,0,0,7.3,0.0,3.74,165.0,189.75,Dubaï,1,0.0
P0221,A,3,0,0,7.3,0.0,0.0,165.0,189.75,Dubaï,1,0.0
P0222,A,1,14,1,0.0,6.97,12.97,210.0,241.5,Dubaï,1,2940.0
P0222,A,2,0,0,10.5,0.0,3.46,210.0,241.5,Dubaï,1,0.0
P0222,A,3,14,1,6.3,0.0,4.26,210.0,241.5,Dubaï,1,2940.0
P0223,B,1,37,1,0.0,14.99,23.99,1235.0,1420.25,Dubaï,1,45695.0
P0223,B,2,37,1,16.5,0.0,20.47,1235.0,1420.25,Dubaï,1,45695.0
P0223,B,3,0,0,42.8,0.0,10.77,1235.0,1420.25,Dubaï,1,0.0
P0224,C,1,0,0,8.9,0.0,2.1,130.0,149.5,Chine,2,0.0
P0224,C,2,0,0,6.5,0.0,2.37,130.0,149.5,Chine,2,0.0
P0224,C,3,0,0,4.2,0.0,2.37,130.0,149.5,Chine,2,0.0
P0225,C,1,0,0,4.0,0.0,0.0,26.0,29.9,Dubaï,1,0.0
P0225,C,2,0,0,4.0,0.0,0.0,26.0,29.9,Dubaï,1,0.0
P0225,C,3,0,0,4.0,0.0,0.0,26.0,29.9,Dubaï,1,0.0
P0226,C,1,0,0,5.9,0.0,1.13,65.0,74.75,Dubaï,1,0.0
P0226,C,2,0,0,4.8,0.0,1.11,65.0,74.75,Dubaï,1,0.0
P0226,C,3,0,0,3.7,0.0,1.06,65.0,74.75,Dubaï,1,0.0
P0228,C,1,14,1,0.0,0.53,6.53,65.0,84.5,Chine,2,910.0
P0228,C,2,14,1,0.0,6.53,6.53,65.0,84.5,Chine,2,910.0
P0228,C,3,0,0,7.5,0.0,6.53,65.0,84.5,Chine,2,0.0
P0229,C,1,13,1,0.8,0.0,6.19,90.0,117.0,Chine,2,1170.0
P0229,C,2,13,1,0.0,5.39,6.19,90.0,117.0,Chine,2,1170.0
P0229,C,3,0,0,6.8,0.0,6.19,90.0,117.0,Chine,2,0.0
P0230,A,1,0,0,0.0,0.0,0.0,270.0,351.0,Chine,2,0.0
P0230,A,2,0,0,0.0,0.0,0.0,270.0,351.0,Chine,2,0.0
P0230,A,3,0,0,0.0,0.0,0.0,270.0,351.0,Chine,2,0.0
P0231,C,1,0,0,0.0,0.0,0.0,165.0,214.5,Chine,2,0.0
P0231,C,2,0,0,0.0,0.0,0.0,165.0,214.5,Chine,2,0.0
P0231,C,3,0,0,0.0,0.0,0.0,165.0,214.5,Chine,2,0.0
P0232,B,1,17,1,0.0,4.46,7.46,280.0,364.0,Chine,2,4760.0
P0232,B,2,17,1,0.0,4.67,4.67,280.0,364.0,Chine,2,4760.0
P0232,B,3,17,1,4.9,0.0,12.09,280.0,364.0,Chine,2,4760.0
P0233,C,1,0,0,13.0,0.0,0.0,100.0,130.0,Chine,2,0.0
P0233,C,2,0,0,13.0,0.0,0.0,100.0,130.0,Chine,2,0.0
P0233,C,3,0,0,13.0,0.0,0.0,100.0,130.0,Chine,2,0.0
P0234,C,1,0,0,0.0,0.0,0.0,70.0,91.0,Chine,2,0.0
P0234,C,2,0,0,0.0,0.0,0.0,70.0,91.0,Chine,2,0.0
P0234,C,3,0,0,0.0,0.0,0.0,70.0,91.0,Chine,2,0.0
P0236,C,1,78,1,0.3,0.0,38.69,2.0,3.0,Dubaï,1,156.0
P0236,C,2,0,0,39.6,0.0,38.69,2.0,3.0,Dubaï,1,0.0
P0236,C,3,78,1,0.9,0.0,38.69,2.0,3.0,Dubaï,1,156.0
P0237,C,1,0,0,44.3,0.0,33.67,1.8,2.7,Dubaï,1,0.0
P0237,C,2,79,1,0.0,0.63,44.96,1.8,2.7,Dubaï,1,142.2
P0237,C,3,0,0,40.3,0.0,38.69,1.8,2.7,Dubaï,1,0.0
P0238,C,1,113,1,0.0,25.28,64.28,0.8,1.2,Chine,2,90.4
P0238,C,2,113,1,0.0,49.59,49.59,0.8,1.2,Chine,2,90.4
P0238,C,3,0,0,57.5,0.0,55.55,0.8,1.2,Chine,2,0.0
P0239,C,1,80,1,0.0,20.66,42.66,0.5,0.75,Chine,2,40.0
P0239,C,2,80,1,0.0,54.67,54.67,0.5,0.75,Chine,2,40.0
P0239,C,3,0,0,57.3,0.0,22.67,0.5,0.75,Chine,2,0.0
P0240,C,1,78,1,5.2,0.0,38.78,1.5,2.25,Dubaï,1,117.0
P0240,C,2,0,0,44.4,0.0,38.78,1.5,2.25,Dubaï,1,0.0
P0240,C,3,78,1,5.7,0.0,38.78,1.5,2.25,Dubaï,1,117.0
P0241,C,1,0,0,50.0,0.0,0.0,16.0,24.0,Chine,2,0.0
P0241,C,2,0,0,50.0,0.0,0.0,16.0,24.0,Chine,2,0.0
P0241,C,3,0,0,50.0,0.0,0.0,16.0,24.0,Chine,2,0.0
P0242,C,1,0,0,95.0,0.0,60.01,22.0,33.0,Chine,2,0.0
P0242,C,2,0,0,48.1,0.0,46.91,22.0,33.0,Chine,2,0.0
P0242,C,3,95,1,13.1,0.0,35.01,22.0,33.0,Chine,2,2090.0
P0243,C,1,95,1,0.0,17.65,40.65,10.0,15.0,Dubaï,1,950.0
P0243,C,2,95,1,33.5,0.0,61.51,10.0,15.0,Dubaï,1,950.0
P0243,C,3,0,0,88.9,0.0,39.55,10.0,15.0,Dubaï,1,0.0
P0244,C,1,80,1,15.2,0.0,37.79,9.0,13.5,Dubaï,1,720.0
P0244,C,2,0,0,43.0,0.0,52.25,9.0,13.5,Dubaï,1,0.0
P0244,C,3,80,1,13.5,0.0,29.47,9.0,13.5,Dubaï,1,720.0
P0246,C,1,9,1,2.4,0.0,4.6,104.0,124.8,Dubaï,1,936.0
P0246,C,2,0,0,6.0,0.0,5.43,104.0,124.8,Dubaï,1,0.0
P0246,C,3,9,1,3.4,0.0,2.55,104.0,124.8,Dubaï,1,936.0
P0247,C,1,0,0,0.0,0.0,0.0,240.0,288.0,Dubaï,1,0.0
P0247,C,2,0,0,0.0,0.0,0.0,240.0,288.0,Dubaï,1,0.0
P0247,C,3,0,0,0.0,0.0,0.0,240.0,288.0,Dubaï,1,0.0
P0248,B,1,7,1,0.0,1.63,4.63,360.0,432.0,Dubaï,1,2520.0
P0248,B,2,7,1,2.7,0.0,4.28,360.0,432.0,Dubaï,1,2520.0
P0248,B,3,0,0,8.7,0.0,1.06,360.0,432.0,Dubaï,1,0.0
P0249,C,1,0,0,0.0,0.0,0.0,56.0,67.2,Dubaï,1,0.0
P0249,C,2,0,0,0.0,0.0,0.0,56.0,67.2,Dubaï,1,0.0
P0249,C,3,0,0,0.0,0.0,0.0,56.0,67.2,Dubaï,1,0.0
P0250,C,1,5,1,0.0,1.0,4.0,12.0,14.4,Dubaï,1,60.0
P0250,C,2,0,0,4.0,0.0,1.0,12.0,14.4,Dubaï,1,0.0
P0250,C,3,5,1,2.0,0.0,2.0,12.0,14.4,Dubaï,1,60.0
P0251,C,1,9,1,0.0,1.53,4.53,154.0,200.2,Chine,2,1386.0
P0251,C,2,9,1,0.0,4.01,4.01,154.0,200.2,Chine,2,1386.0
P0251,C,3,0,0,5.2,0.0,3.82,154.0,200.2,Chine,2,0.0
P0252,C,1,0,0,4.1,0.0,2.87,92.0,119.6,Chine,2,0.0
P0252,C,2,7,1,0.6,0.0,3.5,92.0,119.6,Chine,2,644.0
P0252,C,3,7,1,0.0,2.54,3.18,92.0,119.6,Chine,2,644.0
P0253,C,1,8,1,0.0,1.92,3.92,62.0,80.6,Chine,2,496.0
P0253,C,2,8,1,0.0,3.92,3.92,62.0,80.6,Chine,2,496.0
P0253,C,3,0,0,4.1,0.0,3.92,62.0,80.6,Chine,2,0.0
P0254,C,1,0,0,0.0,0.0,0.0,169.0,219.7,Chine,2,0.0
P0254,C,2,0,0,0.0,0.0,0.0,169.0,219.7,Chine,2,0.0
P0254,C,3,0,0,0.0,0.0,0.0,169.0,219.7,Chine,2,0.0
P0255,B,1,9,1,0.0,4.42,4.42,246.0,319.8,Chine,2,2214.0
P0255,B,2,9,1,0.0,5.95,5.95,246.0,319.8,Chine,2,2214.0
P0255,B,3,0,0,6.2,0.0,2.82,246.0,319.8,Chine,2,0.0
P0256,C,1,0,0,0.0,0.0,0.0,64.0,80.0,Chine,2,0.0
P0256,C,2,0,0,0.0,0.0,0.0,64.0,80.0,Chine,2,0.0
P0256,C,3,0,0,0.0,0.0,0.0,64.0,80.0,Chine,2,0.0
P0257,C,1,0,0,0.0,0.0,0.0,96.0,120.0,Chine,2,0.0
P0257,C,2,0,0,0.0,0.0,0.0,96.0,120.0,Chine,2,0.0
P0257,C,3,0,0,0.0,0.0,0.0,96.0,120.0,Chine,2,0.0
P0258,C,1,0,0,0.0,0.0,0.0,128.0,160.0,Chine,2,0.0
P0258,C,2,0,0,0.0,0.0,0.0,128.0,160.0,Chine,2,0.0
P0258,C,3,0,0,0.0,0.0,0.0,128.0,160.0,Chine,2,0.0
P0259,C,1,0,0,0.0,0.0,0.0,152.0,190.0,Chine,2,0.0
P0259,C,2,0,0,0.0,0.0,0.0,152.0,190.0,Chine,2,0.0
P0259,C,3,0,0,0.0,0.0,0.0,152.0,190.0,Chine,2,0.0
P0260,C,1,0,0,2.2,0.0,1.78,192.0,249.6,Chine,2,0.0
P0260,C,2,4,1,0.4,0.0,1.78,192.0,249.6,Chine,2,768.0
P0260,C,3,4,1,0.0,1.33,1.78,192.0,249.6,Chine,2,768.0
P0261,C,1,0,0,1.0,0.0,0.0,270.0,351.0,Chine,2,0.0
P0261,C,2,0,0,0.5,0.0,0.47,270.0,351.0,Chine,2,0.0
P0261,C,3,0,0,0.5,0.0,0.0,270.0,351.0,Chine,2,0.0
P0262,B,1,0,0,0.0,0.0,0.0,415.0,539.5,Chine,2,0.0
P0262,B,2,0,0,0.0,0.0,0.0,415.0,539.5,Chine,2,0.0
P0262,B,3,0,0,0.0,0.0,0.0,415.0,539.5,Chine,2,0.0
P0266,C,1,0,0,19.1,0.0,6.92,32.0,41.6,Dubaï,1,0.0
P0266,C,2,0,0,12.2,0.0,6.92,32.0,41.6,Dubaï,1,0.0
P0266,C,3,14,1,5.3,0.0,6.92,32.0,41.6,Dubaï,1,448.0
P0267,C,1,22,1,0.0,1.53,10.53,58.0,75.4,Dubaï,1,1276.0
P0267,C,2,0,0,11.5,0.0,10.53,58.0,75.4,Dubaï,1,0.0
P0267,C,3,22,1,0.9,0.0,10.53,58.0,75.4,Dubaï,1,1276.0
P0268,C,1,7,1,0.0,0.02,3.02,35.0,45.5,Dubaï,1,245.0
P0268,C,2,0,0,3.6,0.0,3.43,35.0,45.5,Dubaï,1,0.0
P0268,C,3,7,1,0.2,0.0,3.39,35.0,45.5,Dubaï,1,245.0
P0269,B,1,0,0,10.9,0.0,9.06,62.0,80.6,Dubaï,1,0.0
P0269,B,2,22,1,0.9,0.0,10.09,62.0,80.6,Dubaï,1,1364.0
P0269,B,3,22,1,9.6,0.0,13.27,62.0,80.6,Dubaï,1,1364.0
P0270,B,1,24,1,0.0,6.47,9.47,90.0,117.0,Dubaï,1,2160.0
P0270,B,2,24,1,9.8,0.0,14.19,90.0,117.0,Dubaï,1,2160.0
P0270,B,3,0,0,23.0,0.0,10.86,90.0,117.0,Dubaï,1,0.0
P0271,C,1,46,1,0.0,21.58,29.58,9.0,12.6,Dubaï,1,414.0
P0271,C,2,0,0,23.4,0.0,22.63,9.0,12.6,Dubaï,1,0.0
P0271,C,3,46,1,7.3,0.0,16.11,9.0,12.6,Dubaï,1,414.0
P0272,C,1,35,1,0.0,7.41,20.41,11.0,15.4,Dubaï,1,385.0
P0272,C,2,0,0,18.8,0.0,16.25,11.0,15.4,Dubaï,1,0.0
P0272,C,3,35,1,4.2,0.0,14.58,11.0,15.4,Dubaï,1,385.0
P0273,C,1,0,0,28.0,0.0,0.0,25.0,35.0,Dubaï,1,0.0
P0273,C,2,0,0,28.0,0.0,0.0,25.0,35.0,Dubaï,1,0.0
P0273,C,3,0,0,28.0,0.0,0.0,25.0,35.0,Dubaï,1,0.0
P0274,C,1,36,1,14.2,0.0,22.82,13.0,18.2,Dubaï,1,468.0
P0274,C,2,0,0,31.6,0.0,18.59,13.0,18.2,Dubaï,1,0.0
P0274,C,3,0,0,19.3,0.0,12.26,13.0,18.2,Dubaï,1,0.0
P0275,C,1,32,1,0.0,2.75,15.75,27.0,37.8,Dubaï,1,864.0
P0275,C,2,0,0,16.2,0.0,15.75,27.0,37.8,Dubaï,1,0.0
P0275,C,3,32,1,0.5,0.0,15.75,27.0,37.8,Dubaï,1,864.0
P0276,C,1,28,1,1.2,0.0,14.76,200.0,260.0,Chine,2,5600.0
P0276,C,2,28,1,0.0,11.93,13.18,200.0,260.0,Chine,2,5600.0
P0276,C,3,0,0,15.3,0.0,12.7,200.0,260.0,Chine,2,0.0
P0277,C,1,0,0,7.0,0.0,0.0,16.0,20.8,Chine,2,0.0
P0277,C,2,0,0,5.8,0.0,1.23,16.0,20.8,Chine,2,0.0
P0277,C,3,0,0,5.8,0.0,0.0,16.0,20.8,Chine,2,0.0
P0278,C,1,23,1,0.0,5.44,10.44,12.0,15.6,Chine,2,276.0
P0278,C,2,23,1,0.0,12.62,12.62,12.0,15.6,Chine,2,276.0
P0278,C,3,0,0,12.3,0.0,10.71,12.0,15.6,Chine,2,0.0
P0279,C,1,0,0,11.2,0.0,9.81,22.0,28.6,Dubaï,1,0.0
P0279,C,2,20,1,1.4,0.0,9.81,22.0,28.6,Dubaï,1,440.0
P0279,C,3,0,0,11.6,0.0,9.81,22.0,28.6,Dubaï,1,0.0
